Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in Metal Element,Pd at% in metal element,Au at% in Metal Element,Ir at% in metal element,Ru at% in metal element,Ni at% in Metal Element,Co at% in Metal Element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in Metal Element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,Total Metal Mass Ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle Diameter (nm),Particle variance,carbon substrate type,carbon particle diameter(nm),Support BET Surface Area(m2/g),special sturcture,particle,nanowire,core-shell,Wet Reduction Temperature (⊥),Wet Reduction Time (min),mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature (⊥),Annealing Time (h),Atomosphere h2,Atomosphere inert,Electrochemical Active Surface Area (m2/g),Catalyst Mass Activity (mA mg-1),Catalyst Specific Activity (mA cm-2),Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(Ionomer/Catalyst),Active Area (cm2),Cathode Platinum Loading (mgPt cm-2),Anode Platinum Loading(mgPt cm-2),Anodic Catalyst Type x wt% Pt/C,Membrane,Membrane Thickness (米m),Hot Press Temperature (⊥),Hot Press Time (min),Hot Press Pressure (Mpa),Humidity %,GDE for 1/CCM for 0,Cell Temperature (⊥),Flowing Rate of Anode Gas (H2) (ml min-1),Flowing Rate of Cathode Gas(O2/air) (ml min-1),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Backpressure (Mpa),"Current decay at 0.6V(ma,cm2)",Cathode Gas Oxygen Ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High performance membrane-electrode assemblies with ultra-low Pt loading for proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,30,100,nanowire,0,1,0,140,180,0,ethylene glycol,1,0,0,0,13,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.1,0.1,20,nafion 115,75,,,,100,0,80,,,,,0,0,0,,1,684,684,0,,0.82,0.79,0.76,0.73,0.7,0.67,0.65,0.62,0.6,0.58,0.55,0.52,0.5,0.48,0.45,0.42,0.4,0.38,0.33,0.3,0.25,0.2,0.1533,0.11239,0.07625,0.0441,0.0153,0.01,0.01,0.01,82,158,228,292,350,402,455,496,540,580,605,624,650,672,675,672,680,684,627,600,525,440,352.59,269.736,190.625,114.66,41.31,28,29,30,684
High performance membrane-electrode assemblies with ultra-low Pt loading for proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,30,100,nanowire,0,1,0,140,180,0,ethylene glycol,1,0,0,0,13,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.05,0.05,20,nafion 115,75,,,,100,0,80,,,,,0,0,0,,1,608,608,0,,0.8,0.76,0.74,0.7,0.68,0.65,0.62,0.6,0.58,0.55,0.51,0.49,0.465,0.43,0.4,0.38,0.33,0.3,0.25,0.22,0.19156,0.16592,0.1427,0.12157,0.10225,0.08452,0.0682,0.05312,0.03915,0.02617,80,152,222,280,340,390,434,480,522,550,561,588,604.5,602,600,608,561,540,475,440,402.276,365.024,328.21,291.768,255.625,219.752,184.14,148.736,113.535,78.51,608
Nanostructured Pt每M/C (M?=?Fe and Co) catalysts prepared by a microemulsion method for oxygen reduction in proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,PtCo/C,30.90432907,0,0,0,0,0,69.09567093,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,82.9,3.1,,XC-72R,30,230,none,1,0,0,,120,0,NaBH4,0,0,1,0,9,200,2,1,0,55,225,0.409090909,,0.86,,,,,,5,0.1789,0.3,20,nafion 115,75,,,,100,1,75,50,50,,,0,0,0.26,,1,344,344,0,0.96,0.8,0.75,0.7,0.65,0.6,0.55,0.49,0.43,0.37431,0.3261,0.28394,0.24677,0.21375,0.18423,0.15766,0.13364,0.11182,0.0919,0.07364,0.05685,0.04136,0.02701,0.0137,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,150,210,260,300,330,343,344,336.879,326.1,312.334,296.124,277.875,257.922,236.49,213.824,190.094,165.42,139.916,113.7,86.856,59.422,31.51,24,25,26,27,28,29,30,344
Nanostructured Pt每M/C (M?=?Fe and Co) catalysts prepared by a microemulsion method for oxygen reduction in proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,PtCo/C,48.47218219,0,0,0,0,0,51.52781781,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,77.4,5.5,,XC-72R,30,230,none,1,0,0,25,0,0,none,0,1,0,0,7,900,2,1,0,55,225,0.409090909,,0.84,,,,,,5,0.227,0.3,20,nafion 115,75,,,,100,1,75,50,50,,,0,0,0.26,,1,406.968,406.968,0,0.99,0.82,0.76,0.72,0.67,0.62,0.575,0.53,0.48,0.44,0.40238,0.36898,0.33914,0.3123,0.28805,0.26602,0.24592,0.22751,0.21059,0.19497,0.18052,0.16711,0.15463,0.14299,0.1321,0.1219,0.11232,0.1033,0.09481,0.08679,0.0792,82,152,216,268,310,345,371,384,396,402.38,405.878,406.968,405.99,403.27,399.03,393.472,386.767,379.062,370.443,361.04,350.931,340.186,328.877,317.04,304.75,292.032,278.91,265.468,251.691,237.6,406.968
Nanostructured Pt每M/C (M?=?Fe and Co) catalysts prepared by a microemulsion method for oxygen reduction in proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,PtFe/C,40.6779661,0,0,0,0,0,0,59.3220339,0,0,0,0,0,0,0,0,0,0,0,0,16.6,0,0,0,0,0,0,0,0,0,83.4,2.5,,XC-72R,30,230,none,1,0,0,,120,0,NaBH4,0,0,1,0,9,200,2,1,0,55,225,0.409090909,,0.83,,,,,,5,0.2114,0.3,20,nafion 115,75,,,,100,1,75,50,50,,,0,0,0.26,,1,294.1,294.1,0,0.96,0.79,0.675,0.63,0.56,0.5,0.45,0.4033,0.36239,0.32625,0.2941,0.2653,0.23936,0.21588,0.19452,0.17501,0.15711,0.14063,0.12542,0.11132,0.09823,0.08604,0.07465,0.064,0.05401,0.04462,0.03579,0.02745,0.01958,0.01213,0.01,79,135,189,224,250,270,282.31,289.912,293.625,294.1,291.83,287.232,280.644,272.328,262.515,251.376,239.071,225.756,211.508,196.46,180.684,164.23,147.2,129.624,111.55,93.054,74.115,54.824,35.177,30,294.1
Nanostructured Pt每M/C (M?=?Fe and Co) catalysts prepared by a microemulsion method for oxygen reduction in proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,PtFe/C,45.46684709,0,0,0,0,0,0,54.53315291,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,0,75.8,6.3,,XC-72R,30,230,none,1,0,0,25,120,0,none,0,1,0,0,7,900,2,1,0,55,225,0.409090909,,0.81,,,,,,5,0.2231,0.3,20,nafion 115,75,,,,100,1,75,50,50,,,0,0,0.26,,1,329,329,0,0.96,0.8,0.74,0.68,0.63,0.58,0.525,0.47,0.4,0.3354,0.28007,0.23213,0.19021,0.15323,0.12037,0.09098,0.06454,0.04061,0.01887,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,148,204,252,290,315,329,320,301.86,280.07,255.343,228.252,199.199,168.518,136.47,103.264,69.037,33.966,19,20,21,22,23,24,25,26,27,28,29,30,329
Carbon supported Pt70Co30?electrocatalyst prepared by the formic acid method for the oxygen reduction reaction in polymer electrolyte fuel cells,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,4.5,,XC-72R,30,230,none,1,0,0,80,,0,formic acid,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,4.62,0.4,0.4,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,598,598,0,0.955,0.82,0.77,0.745,0.72,0.69,0.66,0.63,0.6,0.58,0.55,0.51,0.49,0.46,0.425,0.38,0.33,0.28,0.2333,0.19239,0.15625,0.1241,0.0953,0.06936,0.04588,0.02452,0.01,0.01,0.01,0.01,0.01,82,154,223.5,288,345,396,441,480,522,550,561,588,598,595,570,528,476,419.94,365.541,312.5,260.61,209.66,159.528,110.112,61.3,26,27,28,29,30,598
Carbon supported Pt70Co30?electrocatalyst prepared by the formic acid method for the oxygen reduction reaction in polymer electrolyte fuel cells,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2005,PtCo/C,71,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,7.9,,XC-72R,30,230,none,1,0,0,80,,0,formic acid,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,4.62,0.4,0.4,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,572,572,0,0.933,0.82,0.77,0.73,0.7,0.67,0.645,0.6,0.58,0.55,0.52,0.49,0.47,0.44,0.4,0.37,0.32,0.28,0.24238,0.20898,0.17914,0.1523,0.12805,0.10602,0.08592,0.06751,0.05059,0.03497,0.02052,0.01,0.01,82,154,219,280,335,387,420,464,495,520,539,564,572,560,555,512,476,436.284,397.062,358.28,319.83,281.71,243.846,206.208,168.775,131.534,94.419,57.456,29,30,572
Carbon supported Pt70Co30?electrocatalyst prepared by the formic acid method for the oxygen reduction reaction in polymer electrolyte fuel cells,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2005,PtCo/C,71,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,13.2,,XC-72R,30,230,none,1,0,0,80,,0,formic acid,0,0,1,0,7,500,1,1,0,55,225,0.409090909,,,,,,,,4.62,0.4,0.4,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,484,484,0,0.941,0.78,0.73,0.7,0.68,0.64,0.61,0.58,0.55,0.51,0.47,0.44,0.4,0.37,0.34156,0.31592,0.2927,0.27157,0.25225,0.23452,0.2182,0.20312,0.18915,0.17617,0.16407,0.15277,0.1422,0.13228,0.12296,0.11419,0.10591,78,146,210,272,320,366,406,440,459,470,484,480,481,478.184,473.88,468.32,461.669,454.05,445.588,436.4,426.552,416.13,405.191,393.768,381.925,369.72,357.156,344.288,331.151,317.73,484
Carbon supported Pt70Co30?electrocatalyst prepared by the formic acid method for the oxygen reduction reaction in polymer electrolyte fuel cells,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2005,PtCo/C,71,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,21.3,,XC-72R,30,230,none,1,0,0,80,,0,formic acid,0,0,1,0,7,900,1,1,0,55,225,0.409090909,,,,,,,,4.62,0.4,0.4,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,360,360,0,0.951,0.79,0.74,0.7,0.67,0.625,0.55,0.5,0.44,0.4,0.32,0.24657,0.18428,0.13077,0.08432,0.04361,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,79,148,210,268,312.5,330,350,352,360,320,271.227,221.136,170.001,118.048,65.415,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,360
Performance of polymer electrolyte membrane fuel cells with carbon nanotubes as oxygen reduction catalyst support material,S. Ramaprabhu,India,Indian Institute of Technology Madras,2005,Pt/CNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.35,0,0,0,0,0,0,0,0,0,75.65,4,,CNTs,,120,nanowire,0,1,0,,720,0,NaBH4,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,5,0.5,0.25,19.6,nafion 1035,89,130,2,6.895,100,1,80,,,,,0,0,0.1,,1,405,405,0,1,0.8,0.73,0.69,0.66,0.62,0.58,0.54,0.5,0.45,0.4,0.3533,0.31239,0.27625,0.2441,0.2153,0.18936,0.16588,0.14452,0.12501,0.10711,0.09063,0.07542,0.06132,0.04823,0.03604,0.02465,0.014,0.01,0.01,0.01,80,146,207,264,310,348,378,400,405,400,388.63,374.868,359.125,341.74,322.95,302.976,281.996,260.136,237.519,214.22,190.323,165.924,141.036,115.752,90.1,64.09,37.8,28,29,30,405
Novel carbon aerogel-supported catalysts for PEM fuel cell application,A.Smirnova,United States,University of Connecticut,2005,Aerogel supported Pt,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,63,3.9,,carbon aerogel,,250,none,1,0,0,300,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,71,217,0.305633803,,,,,,,0.33,6.25,0.2,0.2,35,nafion 117,175,,5,7,100,0,80,,,,,0,0,0,,0.21,621.03,621.03,0,0.95,0.7,0.66,0.63,0.61,0.6,0.58,0.55,0.53,0.5,0.47156,0.44592,0.4227,0.40157,0.38225,0.36452,0.3482,0.33312,0.31915,0.30617,0.29407,0.28277,0.2722,0.26228,0.25296,0.24419,0.23591,0.22808,0.22068,0.21366,0.20701,70,132,189,244,300,348,385,424,450,471.56,490.512,507.24,522.041,535.15,546.78,557.12,566.304,574.47,581.723,588.14,593.817,598.84,603.244,607.104,610.475,613.366,615.816,617.904,619.614,621.03,621.03
Novel carbon aerogel-supported catalysts for PEM fuel cell application,A.Smirnova,United States,University of Connecticut,2005,Aerogel supported Pt,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,carbon aerogel,,250,none,1,0,0,300,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,101,225,0.222772277,,,,,,,0.33,6.25,0.1,0.1,35,nafion 117,175,,5,7,100,0,80,,,,,0,0,0,,1,888.45,888.45,0,0.93,0.78,0.69,0.65,0.63,0.62,0.6,0.58,0.56,0.54,0.52,0.51,0.5,0.49,0.48,0.47,0.45,0.44,0.42,0.4,0.39,0.37,0.36,0.35031,0.34119,0.3326,0.32449,0.31683,0.30957,0.30269,0.29615,78,138,195,252,310,360,406,448,486,520,561,600,637,672,705,720,748,756,760,780,777,792,805.713,818.856,831.5,843.674,855.441,866.796,877.801,888.45,888.45
"Effect of Atomic Ordering on the Catalytic Activity of Carbon Supported PtM (M = Fe , Co, Ni, and Cu) Alloys for Oxygen Reduction in PEMFCs",Arumugam Manthiram,United States,University of Texas at Austin,2005,PtCo/C,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,76.19047619,5.8,,XC-72R,30,230,none,1,0,0,25,0,0,none,0,1,0,0,7,900,1,1,0,55,225,0.409090909,,,,,,,0.4286,5,0.24,0.3,20,nafion 115,75,130,2,,100,1,75,,,,,0,0,0,,1,451,451,0,0.99,0.83,0.77,0.73,0.7,0.65,0.62,0.575,0.54,0.5,0.45,0.41,0.37238,0.33898,0.30914,0.2823,0.25805,0.23602,0.21592,0.19751,0.18059,0.16497,0.15052,0.13711,0.12463,0.11299,0.1021,0.0919,0.08232,0.0733,0.06481,83,154,219,280,325,372,402.5,432,450,450,451,446.856,440.674,432.796,423.45,412.88,401.234,388.656,375.269,361.18,346.437,331.144,315.353,299.112,282.475,265.46,248.13,230.496,212.57,194.43,451
High-Performance PEMFCs at Elevated Temperatures Using Nafion 112 Membranes,Ying Song,United States,University of Texas at Austin,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0,0,0,0,0,0,0,53.5,3.1,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.33,25,0.5,0.4,65,nafion 112,50,,,,100,0,80,,,,,0,0,0,,0.21,742,742,0,0.98,0.8,0.77,0.75,0.71,0.69,0.67,0.66,0.64,0.63,0.62,0.6,0.59,0.57,0.53,0.49238,0.45898,0.42914,0.4023,0.37805,0.35602,0.33592,0.31751,0.30059,0.28497,0.27052,0.25711,0.24463,0.23299,0.2221,0.2119,80,154,225,284,345,402,462,512,567,620,660,708,741,742,738.57,734.368,729.538,724.14,718.295,712.04,705.432,698.522,691.357,683.928,676.3,668.486,660.501,652.372,644.09,635.7,742
The preparation of Pt/C catalysts using various carbon materials for the cathode of PEMFC,Jin-Nam Park,Korea,LG Chem,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,3.4,,XC-72R,30,230,none,1,0,0,90,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,,6.25,0.2,0.4,60,nafion 112,50,140,2,16,100,1,70,300,1000,,,0,0,0,,0.21,432,432,0,0.8,0.76,0.73,0.71,0.68,0.66,0.63,0.58,0.54,0.45,0.4,0.3533,0.31239,0.27625,0.2441,0.2153,0.18936,0.16588,0.14452,0.12501,0.10711,0.09063,0.07542,0.06132,0.04823,0.03604,0.02465,0.014,0.01,0.01,0.01,76,146,213,272,330,378,406,432,405,400,388.63,374.868,359.125,341.74,322.95,302.976,281.996,260.136,237.519,214.22,190.323,165.924,141.036,115.752,90.1,64.09,37.8,28,29,30,432
The preparation of Pt/C catalysts using various carbon materials for the cathode of PEMFC,Jin-Nam Park,Korea,LG Chem,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,2.3,,EC300,40,875,none,1,0,0,90,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,,6.25,0.2,0.4,60,nafion 112,50,140,2,16,100,1,70,300,1000,,,0,0,0,,0.21,493.22,493.22,0,0.82,0.78,0.76,0.73,0.7,0.67,0.63,0.6,0.56,0.52,0.48,0.44238,0.40898,0.37914,0.3523,0.32805,0.30602,0.28592,0.26751,0.25059,0.23497,0.22052,0.20711,0.19463,0.18299,0.1721,0.1619,0.15232,0.1433,0.13481,0.12679,78,152,219,280,335,378,420,448,468,480,486.618,490.776,492.882,493.22,492.075,489.632,486.064,481.518,476.121,469.94,463.092,455.642,447.649,439.176,430.25,420.94,411.264,401.24,390.949,380.37,493.22
The preparation of Pt/C catalysts using various carbon materials for the cathode of PEMFC,Jin-Nam Park,Korea,LG Chem,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,1.6,,EC600,34,1400,none,1,0,0,90,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,,6.25,0.2,0.4,60,nafion 112,50,140,2,16,100,1,70,300,1000,,,0,0,0,,0.21,558.957,558.957,0,0.83,0.8,0.77,0.74,0.72,0.69,0.66,0.63,0.59,0.56,0.49,0.46,0.43156,0.40592,0.3827,0.36157,0.34225,0.32452,0.3082,0.29312,0.27915,0.26617,0.25407,0.24277,0.2322,0.22228,0.21296,0.20419,0.19591,0.18808,0.18068,80,154,222,288,345,396,441,472,504,490,506,517.872,527.696,535.78,542.355,547.6,551.684,554.76,556.928,558.3,558.957,558.954,558.371,557.28,555.7,553.696,551.313,548.548,545.432,542.04,558.957
Preparation of Pt supported on mesoporous carbons for the reduction of oxygen in polymer electrolyte membrane fuel cell (PEMFC),Jongheop Yi,Korea,Seoul National University,2006,Pt/SM-C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.8,,silica-CㄗSM-Cㄘ,,740,none,1,0,0,90,,0,formaldehyde,0,0,0,1,7,25,0,0,0,66,225,0.340909091,,,,,,,,5,0.4,0.3,20,nafion 115,75,120,3,,,1,70,350,400,,,0,0,0,,1,400,400,0,1,0.78,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.35,0.31,0.27238,0.23898,0.20914,0.1823,0.15805,0.13602,0.11592,0.09751,0.08059,0.06497,0.05052,0.03711,0.02463,0.01299,0.01,0.01,0.01,0.01,78,144,204,256,300,336,364,384,396,400,385,372,354.094,334.572,313.71,291.68,268.685,244.836,220.248,195.02,169.239,142.934,116.196,89.064,61.575,33.774,27,28,29,30,400
Preparation of Pt supported on mesoporous carbons for the reduction of oxygen in polymer electrolyte membrane fuel cell (PEMFC),Jongheop Yi,Korea,Seoul National University,2006,Pt/HS-C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.7,,silica-CㄗHS-Cㄘ,,939,none,1,0,0,90,,0,formaldehyde,0,0,0,1,7,25,0,0,0,69,225,0.326086957,,,,,,,,5,0.4,0.3,20,nafion 115,75,120,3,,,1,70,350,400,,,0,0,0,,1,415,415,0,1,0.78,0.73,0.7,0.66,0.61,0.58,0.53,0.5,0.45,0.415,0.37,0.33,0.29238,0.25898,0.22914,0.2023,0.17805,0.15602,0.13592,0.11751,0.10059,0.08497,0.07052,0.05711,0.04463,0.03299,0.0221,0.0119,0.01,0.01,78,146,210,264,305,348,371,400,405,415,407,396,380.094,362.572,343.71,323.68,302.685,280.836,258.248,235.02,211.239,186.934,162.196,137.064,111.575,85.774,59.67,33.32,29,30,415
Preparation of Pt supported on mesoporous carbons for the reduction of oxygen in polymer electrolyte membrane fuel cell (PEMFC),Jongheop Yi,Korea,Seoul National University,2006,Pt/TM-C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.2,,silica-CㄗTM-Cㄘ,,780,none,1,0,0,90,,0,formaldehyde,0,0,0,1,7,25,0,0,0,76,225,0.296052632,,,,,,,,5,0.4,0.3,20,nafion 115,75,120,3,,,1,70,350,400,,,0,0,0,,1,457.028,457.028,0,1,0.78,0.73,0.7,0.66,0.63,0.59,0.55,0.52,0.48,0.45,0.41,0.38,0.35156,0.32592,0.3027,0.28157,0.26225,0.24452,0.2282,0.21312,0.19915,0.18617,0.17407,0.16277,0.1522,0.14228,0.13296,0.12419,0.11591,0.01,78,146,210,264,315,354,385,416,432,450,451,456,457.028,456.288,454.05,450.512,445.825,440.136,433.58,426.24,418.215,409.574,400.361,390.648,380.5,369.928,358.992,347.732,336.139,30,457.028
Radiation induced synthesis of Pt nanoparticles supported on carbon nanotubes,Hengdong Wang,China,"Shanghai Institute ofApplied Physics, Chinese Academy ofSciences",2006,Pt/CNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,63.2,3.1,0.3,CNTs,,120,nanowire,0,1,0,25,0,0,Co gamma irradiation,0,0,0,0,7,25,0,0,0,61.7,217,0.351701783,,,,,,,1.1,5,0.33,0.33,36.8,nafion 112,50,130,1.5,7.5,100,1,60,200,200,,,0,0,0.1,,1,396,396,0,1,0.8,0.735,0.7,0.66,0.63,0.58,0.55,0.495,0.44,0.36,0.28657,0.22428,0.17077,0.12432,0.08361,0.04763,0.01562,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,147,210,264,315,348,385,396,396,360,315.227,269.136,222.001,174.048,125.415,76.208,26.554,18,19,20,21,22,23,24,25,26,27,28,29,30,396
High performance polymer electrolyte fuel cells with ultra-low Pt loading electrodes prepared by dual ion-beam assisted deposition,Sanjeev Mukerjee,United States,Northeastern University,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,9,,home-made carbon,,,none,1,0,0,,,0,dual ion-beam assisted deposition,0,0,0,0,7,25,0,0,0,36.3,894.7,2.464738292,,,,,,,0.4286,5,0.08,0.08,1,nafion 112,50,115,7.5,1.3,100,1,80,675,525,4.5,3.5,675,525,0.3445,,0.21,1140.93,1140.93,1,0.95,0.88,0.84,0.81,0.8,0.77,0.75,0.73,0.71,0.7,0.696,0.685,0.66,0.65,0.64,0.62,0.6,0.58,0.57,0.55,0.54,0.51,0.495,0.49,0.46,0.45,0.425,0.41,0.4,0.39,0.38031,88,168,243,320,385,450,511,568,630,696,753.5,792,845,896,930,960,986,1026,1045,1080,1071,1089,1127,1104,1125,1105,1107,1120,1131,1140.93,1140.93
High performance polymer electrolyte fuel cells with ultra-low Pt loading electrodes prepared by dual ion-beam assisted deposition,Sanjeev Mukerjee,United States,Northeastern University,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.1,,home-made carbon,,,none,1,0,0,,,0,dual ion-beam assisted deposition,0,0,0,0,7,25,0,0,0,22.6,747.8,3.308849558,,,,,,,0.4286,5,0.16,0.16,1,nafion 112,50,115,7.5,1.3,100,1,80,675,525,4.5,3.5,675,525,0.3445,,0.21,1140.93,1140.93,1,0.96,0.88,0.84,0.81,0.8,0.77,0.75,0.73,0.71,0.7,0.696,0.685,0.66,0.63,0.62,0.6,0.58,0.576,0.56,0.54,0.52,0.5,0.49,0.48,0.46,0.45,0.425,0.41,0.4,0.39,0.38031,88,168,243,320,385,450,511,568,630,696,753.5,792,819,868,900,928,979.2,1008,1026,1040,1050,1078,1104,1104,1125,1105,1107,1120,1131,1140.93,1140.93
