Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen-Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Indian Institute of Technology Madras,2012,2.814583333,67,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,0,0,70.8,2.61,,graphene,,600,none,1,0,0,130,7,0,ethylene glycol,1,0,0,0,11,25,0,0,0,48.5,225,0.463917526,,,,,,,,11.56,0.4,0.25,29.2,nafion 212,50,130,4,7,90,1,60,,,,,,,0,,1,817,817,0,0.97,0.86,0.82,0.78,0.76,0.74,0.72,0.68,0.66,0.64,0.62,0.6,0.57,0.55,0.53,0.51,0.49,0.47,0.45,0.43,0.4,0.38,0.36,0.34,0.32,0.3,0.27,0.25,0.23086,0.21328,0.1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489596083,167,0.923577207,0.142955219,2012.142955
Electrocatalytic performance of Pt-based trimetallic alloy noparticle catalysts in proton exchange membrane fuel cells,Chuan-Jian Zhong,united States,State University of New York at Binghamton,2012,PtNiFe/C-800,46,0,0,0,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,63,7.8,0.6,XC-72R,30,230,core-shell,0,0,1,230,30,0,"1,2 hexadecanediol",0,0,0,1,7,800,2,1,0,26.5,270,1.018867925,0.887,,,,,,,5,0.4,0.4,20,nafion 212,50,120,,,100,1,75,,,,,0,0,0.2068,,1,1267.8,1267.8,1,0.99,0.9,0.86,0.835,0.805,0.79,0.765,0.75,0.73,0.71,0.705,0.695,0.68,0.66,0.65,0.64,0.615,0.6,0.59,0.575,0.555,0.55,0.53,0.51,0.5,0.48,0.46,0.45,0.44031,0.43119,0.4226,90,172,250.5,322,395,459,525,584,639,705,764.5,816,858,910,960,984,1020,1062,1092.5,1110,1155,1166,1173,1200,1200,1196,1215,1232.868,1250.451,1267.8,1267.8,0.315507178,168,0.985134832,0.217366456,2012.217366
The effect of thermal treatment on structure and surface composition of PtCo electro-catalysts for application in PEMFCs operating under automotive conditions,A.S. Aric辰,Italy,CNR-ITAE Istituto di Tecnologie Avanzate per l＊Energia ※Nicola Giordano§,2012,50% PtCo/C 8T,70.6,0,0,0,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.2,,EC300,40,875,none,1,0,0,80,,0,hydrogen peroxide,0,0,1,0,7,600,2,0,1,49.2,180,0.365853659,,,,,,,1,5,0.3,0.3,,nafion 115,125,,,,33,1,80,,,,,0,0,0,,1,608.283,608.283,0,1.0403,0.87033,0.83772,0.78627,0.76697,0.73665,0.7022,0.67234,0.64018,0.60573,0.56898,0.54095,0.5065,0.46791,0.4206,0.37328,0.31953,0.26992,0.20515,0.11694,0.0363,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,87.033,167.544,235.881,306.788,368.325,421.32,470.638,512.144,545.157,568.98,595.045,607.8,608.283,588.84,559.92,511.248,458.864,369.27,222.186,72.6,21,22,23,24,25,26,27,28,29,30,608.283,0.493191491,169,0.635994064,0.03477714,2012.034777
The effect of thermal treatment on structure and surface composition of PtCo electro-catalysts for application in PEMFCs operating under automotive conditions,A.S. Aric辰,Italy,CNR-ITAE Istituto di Tecnologie Avanzate per l＊Energia ※Nicola Giordano§,2012,50% PtCo/C 12T,70.6,0,0,0,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.2,,EC300,40,875,none,1,0,0,80,,0,hydrogen peroxide,0,0,1,0,7,600,2,0,1,49.2,360,0.731707317,,,,,,,1,5,0.3,0.3,,nafion 115,125,,,,100,1,80,,,,,0,0,0,,1,822.996,822.996,0,1.02422,0.89397,0.84196,0.82377,0.79163,0.77175,0.74173,0.72354,0.70747,0.67914,0.65546,0.62712,0.60936,0.57511,0.55904,0.5269,0.50702,0.47657,0.45722,0.42667,0.39242,0.36006,0.3311,0.30502,0.28141,0.25994,0.24033,0.22234,0.2058,0.19052,0.17636,89.397,168.392,247.131,316.652,385.875,445.038,506.478,565.976,611.226,655.46,689.832,731.232,747.643,782.656,790.35,811.232,810.169,822.996,810.673,784.84,756.126,728.42,701.546,675.384,649.85,624.858,600.318,576.24,552.508,529.08,822.996,0.36452182,170,0.640490126,0.035976919,2012.035977
The effect of thermal treatment on structure and surface composition of PtCo electro-catalysts for application in PEMFCs operating under automotive conditions,A.S. Aric辰,Italy,CNR-ITAE Istituto di Tecnologie Avanzate per l＊Energia ※Nicola Giordano§,2012,50% PtCo/C 6T,76.2,0,0,0,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,2.9,,EC300,40,875,none,1,0,0,80,,0,hydrogen peroxide,0,0,1,0,7,600,2,0,1,46.7,180,0.385438972,,,,,,,1,5,0.3,0.3,,nafion 115,125,,,,33,1,80,,,,,0,0,0,,1,824.347,824.347,0,1.0279,0.87033,0.83083,0.81199,0.77983,0.7633,0.73573,0.7169,0.69393,0.6682,0.64753,0.63329,0.61492,0.5823,0.56392,0.53131,0.51018,0.48491,0.4454,0.41508,0.38017,0.34721,0.31773,0.29121,0.26722,0.24543,0.22553,0.2073,0.19053,0.17505,0.16073,87.033,166.166,243.597,311.932,381.65,441.438,501.83,555.144,601.38,647.53,696.619,737.904,756.99,789.488,796.965,816.288,824.347,801.72,788.652,760.34,729.141,699.006,669.783,641.328,613.575,586.378,559.71,533.484,507.645,482.19,824.347,0.363924415,171,0.188248518,-0.088436903,2011.911563
The effect of thermal treatment on structure and surface composition of PtCo electro-catalysts for application in PEMFCs operating under automotive conditions,A.S. Aric辰,Italy,CNR-ITAE Istituto di Tecnologie Avanzate per l＊Energia ※Nicola Giordano§,2012,50% PtCo/C 10T,76.2,0,0,0,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,2.9,,EC300,40,875,none,1,0,0,80,,0,hydrogen peroxide,0,0,1,0,7,600,2,0,1,46.7,360,0.770877944,,,,,,,1,5,0.3,0.3,,nafion 115,125,,,,100,1,80,,,,,0,0,0,,1,1058.58,1058.58,1,1.00012,0.88171,0.84999,0.81785,0.79586,0.77175,0.74554,0.72947,0.70536,0.67914,0.66349,0.63516,0.61698,0.59498,0.56284,0.54508,0.53493,0.50279,0.4808,0.45458,0.4425,0.43083,0.41991,0.40968,0.40008,0.39104,0.38253,0.37449,0.36688,0.35969,0.35286,88.171,169.998,245.355,318.344,385.875,447.324,510.629,564.288,611.226,663.49,698.676,740.376,773.474,787.976,817.62,855.888,854.743,865.44,863.702,885,904.743,923.802,942.264,960.192,977.6,994.578,1011.123,1027.264,1043.101,1058.58,1058.58,0.283398515,172,0.399757375,-0.025397516,2011.974602
Effects of hot pressing conditions on the performance of Nafion membranes coated by ink-jet printing of Pt/MWCNTs electrocatalyst for PEMFCs,Soosan Rowshanzamir,Iran,Iran University of Science and Technology,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,80.6,3.1,,CNTs,,120,none,1,0,0,140,600,0,glycerol,1,0,0,0,9,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,19.4,nafion 117,175,130,5,10.3,100,0,60,,,,,0,0,0.1,,1,88.443,88.443,0,1.03,0.56,0.42,0.29481,0.19358,0.11003,0.0399,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,56,84,88.443,77.432,55.015,23.94,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,88.443,2.261343464,173,0.226251385,-0.075124908,2011.924875
Effects of hot pressing conditions on the performance of Nafion membranes coated by ink-jet printing of Pt/MWCNTs electrocatalyst for PEMFCs,Soosan Rowshanzamir,Iran,Iran University of Science and Technology,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,80.6,3.1,,CNTs,,120,none,1,0,0,140,600,0,glycerol,1,0,0,0,9,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,19.4,nafion 117,175,130,3,10.3,100,0,60,,,,,0,0,0.1,,1,102,102,0,1.03,0.64,0.48,0.34,0.21481,0.11358,0.03003,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,64,96,102,85.924,56.79,18.018,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,102,1.960784314,174,0.232028543,-0.073218266,2011.926782
Effects of hot pressing conditions on the performance of Nafion membranes coated by ink-jet printing of Pt/MWCNTs electrocatalyst for PEMFCs,Soosan Rowshanzamir,Iran,Iran University of Science and Technology,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,80.6,3.1,,CNTs,,120,none,1,0,0,140,600,0,glycerol,1,0,0,0,9,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,19.4,nafion 117,175,100,5,10.3,100,0,60,,,,,0,0,0.1,,1,114,114,0,1.03,0.76,0.57,0.37,0.19478,0.05819,-0.05127,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76,114,111,77.912,29.095,-30.762,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,114,1.754385965,175,0.635586234,0.03466856,2012.034669
Effects of hot pressing conditions on the performance of Nafion membranes coated by ink-jet printing of Pt/MWCNTs electrocatalyst for PEMFCs,Soosan Rowshanzamir,Iran,Iran University of Science and Technology,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,80.6,3.1,,CNTs,,120,none,1,0,0,140,600,0,glycerol,1,0,0,0,9,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,19.4,nafion 117,175,130,5,5.5,100,0,60,,,,,0,0,0.1,,1,141,141,0,1.05,0.71,0.6,0.47,0.35,0.2,0.06637,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,71,120,141,140,100,39.822,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,141,1.418439716,176,0.923500487,0.142901812,2012.142902
Effects of hot pressing conditions on the performance of Nafion membranes coated by ink-jet printing of Pt/MWCNTs electrocatalyst for PEMFCs,Soosan Rowshanzamir,Iran,Iran University of Science and Technology,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,80.6,3.1,,CNTs,,120,none,1,0,0,140,600,0,glycerol,1,0,0,0,9,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,19.4,nafion 117,175,100,3,10.3,100,0,60,,,,,0,0,0.1,,1,144,144,0,1.03,0.78,0.66,0.48,0.32129,0.19616,0.09497,0.01145,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,78,132,144,128.516,98.08,56.982,8.015,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,144,1.388888889,177,0.277900977,-0.058908843,2011.941091
Effects of hot pressing conditions on the performance of Nafion membranes coated by ink-jet printing of Pt/MWCNTs electrocatalyst for PEMFCs,Soosan Rowshanzamir,Iran,Iran University of Science and Technology,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,80.6,3.1,,CNTs,,120,none,1,0,0,140,600,0,glycerol,1,0,0,0,9,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,19.4,nafion 117,175,130,3,5.5,100,0,60,,,,,0,0,0.1,,1,180,180,0,1.05,0.75,0.66,0.57,0.45,0.36,0.2778,0.20871,0.14982,0.09903,0.05478,0.01588,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,75,132,171,180,180,166.68,146.097,119.856,89.127,54.78,17.468,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,180,1.111111111,178,0.506736317,0.001688625,2012.001689
Effects of hot pressing conditions on the performance of Nafion membranes coated by ink-jet printing of Pt/MWCNTs electrocatalyst for PEMFCs,Soosan Rowshanzamir,Iran,Iran University of Science and Technology,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,80.6,3.1,,CNTs,,120,none,1,0,0,140,600,0,glycerol,1,0,0,0,9,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,19.4,nafion 117,175,100,5,5.5,100,0,60,,,,,0,0,0.1,,1,205,205,0,1.05,0.8,0.7,0.58,0.5,0.41,0.3278,0.25871,0.19982,0.14903,0.10478,0.06588,0.03141,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,140,174,200,205,196.68,181.097,159.856,134.127,104.78,72.468,37.692,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,205,0.975609756,179,0.340335353,-0.041154806,2011.958845
Effects of hot pressing conditions on the performance of Nafion membranes coated by ink-jet printing of Pt/MWCNTs electrocatalyst for PEMFCs,Soosan Rowshanzamir,Iran,Iran University of Science and Technology,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,80.6,3.1,,CNTs,,120,none,1,0,0,140,600,0,glycerol,1,0,0,0,9,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,19.4,nafion 117,175,100,3,5.5,100,0,60,,,,,0,0,0.1,,1,235,235,0,1.05,0.83,0.73,0.64,0.56,0.47,0.3878,0.31871,0.25982,0.20903,0.16478,0.12588,0.09141,0.06066,0.03306,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,83,146,192,224,235,232.68,223.097,207.856,188.127,164.78,138.468,109.692,78.858,46.284,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,235,0.85106383,180,0.671562512,0.044423184,2012.044423
"3D hierarchical porous carbons containing numerous nitrogen atoms as catalyst
supports for PEMFCs",Hyoung-Joon Jin,korea,inha University,2012,Pt-CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,,4,0.2,0.2,40,nafion 212,50,,,,30,1,70,,,,,0,0,0,,1,322,322,0,0.9,0.72,0.685,0.645,0.6,0.565,0.515,0.46,0.35,0.24,0.14044,0.05815,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72,137,193.5,240,282.5,309,322,280,216,140.44,63.965,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,322,0.621118012,181,0.895287018,0.125514545,2012.125515
"3D hierarchical porous carbons containing numerous nitrogen atoms as catalyst
supports for PEMFCs",Hyoung-Joon Jin,korea,inha University,2012,Pt-HPCs-N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9.4,0,0,0,0,0,0,0,0,50.6,2.5,,home-made nitrogen-doped carbon,,817.5,none,1,0,0,198,1.4,1,ethylene glycol,1,0,0,0,9,25,0,0,0,55.2,217,0.393115942,,,,,,,,4,0.2,0.2,40,nafion 212,50,,,,30,1,70,,,,,0,0,0,,1,384,384,0,0.9,0.775,0.73,0.69,0.65,0.6,0.56,0.51,0.48,0.42,0.37,0.3,0.2354,0.18007,0.13213,0.09021,0.05323,0.02037,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77.5,146,207,260,300,336,357,384,378,370,330,282.48,234.091,184.982,135.315,85.168,34.629,18,19,20,21,22,23,24,25,26,27,28,29,30,384,0.520833333,182,0.594336682,0.023871493,2012.023871
Electrochemical Characteristics and Performance of Platinum Nanoparticles Supported by Vulcan/Polyanilinefor Oxygen Reductionin PEMFC,K.Kakaei1,Iran,University Of Maragheh,2012,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R/Carbon nanofiber hybrid,,,none,1,0,0,25,0,0,ethylene glycol,1,0,0,0,10,25,0,0,0,41.3,225,0.544794189,,,,,,,,6.25,0.2,0.2,10,nafion 115,175,120,1.5,10.335,100,1,50,,,,,0,0,0.1,,1,495,495,0,0.93,0.8,0.745,0.71,0.68,0.65,0.61,0.59,0.56,0.52,0.49,0.45,0.41,0.37,0.315,0.28,0.24695,0.21741,0.19083,0.16679,0.14495,0.12501,0.10675,0.08995,0.07445,0.0601,0.04678,0.03438,0.02281,0.01198,0.00184,80,149,213,272,325,366,413,448,468,490,495,492,481,441,420,395.12,369.597,343.494,316.901,289.9,262.521,234.85,206.885,178.68,150.25,121.628,92.826,63.868,34.742,5.52,495,0.404040404,183,0.024768299,-0.19639439,2011.803606
Electrochemical Characteristics and Performance of Platinum Nanoparticles Supported by Vulcan/Polyanilinefor Oxygen Reductionin PEMFC,K.Kakaei1,Iran,University Of Maragheh,2012,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R/Carbon nanofiber hybrid,,,none,1,0,0,25,0,0,ethylene glycol,1,0,0,0,10,25,0,0,0,75.5,180,0.238410596,,,,,,,,6.25,0.2,0.2,10,nafion 115,175,120,1.5,10.335,100,1,50,,,,,0,0,0.1,,1,594,594,0,0.93,0.83,0.795,0.76,0.735,0.7,0.675,0.645,0.61,0.595,0.565,0.525,0.495,0.45,0.4,0.35,0.3033,0.26239,0.22625,0.1941,0.1653,0.13936,0.11588,0.09452,0.07501,0.05711,0.04063,0.02542,0.01132,0.01,0.01,83,159,228,294,350,405,451.5,488,535.5,565,577.5,594,585,560,525,485.28,446.063,407.25,368.79,330.6,292.656,254.936,217.396,180.024,142.775,105.638,68.634,31.696,29,30,594,0.336700337,184,0.502984983,0.000748231,2012.000748
Nanostructured Polyaniline-Decorated Pt/C@PANI Core每Shell Catalyst with Enhanced Durability and Activity,Z.D. Wei,china,chongqing University,2012,Pt/C@PANI,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.41,0,5.1,0,0,0,0,0,0,50.1,3,,home-made nitrogen-doped carbon,,,core-shell,0,0,1,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,60.7,217,0.357495881,,,,,,,0.333,5,0.2,0.3,40,nafion 112,50,137,2,5,100,1,70,,,,,0,0,0.1,,1,792,792,0,0.99,0.875,0.835,0.81,0.785,0.765,0.745,0.725,0.702,0.68,0.66,0.63,0.605,0.58,0.555,0.525,0.495,0.465,0.425,0.38738,0.35398,0.3224,0.2941,0.26859,0.24547,0.22442,0.20518,0.18752,0.17126,0.15623,0.14231,87.5,167,243,314,382.5,447,507.5,561.6,612,660,693,726,754,777,787.5,792,790.5,765,736.022,707.96,677.04,647.02,617.757,589.128,561.05,533.468,506.304,479.528,453.067,426.93,792,0.252525253,185,0.498890595,-0.000278087,2011.999722
Nanostructured Polyaniline-Decorated Pt/C@PANI Core每Shell Catalyst with Enhanced Durability and Activity,Z.D. Wei,china,chongqing University,2012,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,1.3,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.333,5,0.2,0.3,40,nafion 112,50,137,2,5,100,1,70,,,,,0,0,0.1,,1,813.6,813.6,0,0.975,0.85,0.82,0.785,0.76,0.74,0.715,0.69,0.672,0.65,0.627,0.61,0.585,0.565,0.545,0.525,0.5,0.475,0.452,0.428,0.405,0.38305,0.36303,0.34468,0.32781,0.31224,0.29784,0.28446,0.27202,0.26041,0.24955,85,164,235.5,304,370,429,483,537.6,585,627,671,702,734.5,763,787.5,800,807.5,813.6,813.2,810,804.405,798.666,792.764,786.744,780.6,774.384,768.042,761.656,755.189,748.65,813.6,0.245821042,186,0.990840039,0.235908777,2012.235909
Microwave Decoration of Pt Nanoparticles on Entangled 3D Carbon Nanotube Architectures as PEM Fuel Cell Cathode,Andrew I. Minett,Australia,University of Sydney,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,84,3.1,,CNTs,,140,none,1,0,0,100,0.67,0,ethylene glycol,1,0,0,0,10,400,6,0,1,86,225,0.261627907,,,10000,,,,0.48,,0.1,0.2,40,not-mentioned,,190,2,68.95,100,1,80,150,150,,,,,0.1,,1,962,962,1,0.91,0.77,0.74,0.7,0.68,0.66,0.64,0.63,0.61,0.6,0.58,0.57,0.55,0.54,0.525,0.51,0.5,0.48,0.47,0.46,0.44,0.43,0.42,0.4,0.39,0.38,0.37,0.355,0.34,0.32,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103950104,187,0.422766783,-0.019482038,2011.980518
Durability of a PEMFC Pt每Co cathode catalyst layer during voltage cycling tests under supersaturated humidity conditions,Shinsuke Ohyagi,Japan,New Energy Device Research Laboratory,2013,75:25:00,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7,0,0,0,0,0,0,0,0,0,48.3,5,,home-made carbon,,,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,36,180,0.5,,,,,,,,25,0.4,0.4,47,nafion 112,50,,,,100,0,75,,,,,0,0,,,1,245.854,245.854,0,1.02,0.87,0.73637,0.62903,0.54091,0.46729,0.40485,0.35122,0.30467,0.26388,0.22784,0.19577,0.16704,0.14116,0.11773,0.09642,0.07694,0.05908,0.04194,0.02614,0.01153,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,87,147.274,188.709,216.364,233.645,242.91,245.854,243.736,237.492,227.84,215.347,200.448,183.508,164.822,144.63,123.104,100.436,75.492,49.666,23.06,21,22,23,24,25,26,27,28,29,30,245.854,1.626981867,188,0.827183201,0.094309249,2013.094309
"Platinum每TM (TM= Fe, Co) alloy nanoparticles dispersed nitrogen doped (reduced graphene oxidemultiwalled carbon nanotube) hybrid structure cathode electrocatalysts for high performance PEMFC applications",S. Ramaprabhu,india,Indian Institute of Technology Madras,2013,Pt每N每(G每MWNTs),100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,5,0,0,0,0,0,0,0,0,66.9,3.7,,CNTs,,120,none,1,0,0,25,720,0,ethylene glycol,1,0,0,0,10,25,0,0,0,79.2,225,0.284090909,,,,,,,,11.56,0.4,0.25,30,nafion 212,50,130,4,7,90,1,60,,,,,0,0,0,804,1,616,616,0,0.91,0.82,0.782,0.731,0.705,0.667,0.654,0.628,0.59,0.564,0.538,0.513,0.487,0.461,0.436,0.41,0.385,0.346,0.32,0.29526,0.27281,0.25235,0.23362,0.21641,0.20055,0.18587,0.17226,0.15961,0.1478,0.13677,0.12644,82,156.4,219.3,282,333.5,392.4,439.6,472,507.6,538,564.3,584.4,599.3,610.4,615,616,588.2,576,560.994,545.62,529.935,513.964,497.743,481.32,464.675,447.876,430.947,413.84,396.633,379.32,616,0.649350649,189,0.166366885,-0.09686221,2012.903138
